respondent_id,h1n1_vaccine,seasonal_vaccine,xyz_vaccine
40718,0.5,0.6,0.22
40719,0.5,0.24,0.06
40720,0.5,0.44,0.22
40721,0.5,0.71,0.25
40722,0.5,0.38,0.13
40723,0.5,0.19,0.16
40724,0.5,0.34,0.22
40725,0.5,0.15,0.15
40726,0.5,0.28,0.2
40727,0.5,0.12,0.18
40728,0.5,0.36,0.09
40729,0.5,0.25,0.07
40730,0.5,0.6,0.18
40731,0.5,0.35,0.12
40732,0.5,0.2,0.09
40733,0.5,0.91,0.1
40734,0.5,0.16,0.17
40735,0.5,0.58,0.21
40736,0.5,0.45,0.19
40737,0.5,0.26,0.23
40738,0.5,0.78,0.2
40739,0.5,0.11,0.04
40740,0.5,0.33,0.1
40741,0.5,0.17,0.1
40742,0.5,0.27,0.21
40743,0.5,0.65,0.39
40744,0.5,0.43,0.15
40745,0.5,0.59,0.11
40746,0.5,0.13,0.08
40747,0.5,0.34,0.12
40748,0.5,0.52,0.26
40749,0.5,0.43,0.31
40750,0.5,0.23,0.24
40751,0.5,0.72,0.15
40752,0.5,0.29,0.28
40753,0.5,0.67,0.57
40754,0.5,0.34,0.08
40755,0.5,0.84,0.23
40756,0.5,0.26,0.1
40757,0.5,0.58,0.2
40758,0.5,0.81,0.67
40759,0.5,0.36,0.27
40760,0.5,0.66,0.07
40761,0.5,0.83,0.72
40762,0.5,0.51,0.14
40763,0.5,0.19,0.04
40764,0.5,0.11,0.12
40765,0.5,0.46,0.25
40766,0.5,0.72,0.64
40767,0.5,0.11,0.12
40768,0.5,0.38,0.25
40769,0.5,0.1,0.12
40770,0.5,0.1,0.03
40771,0.5,0.42,0.23
40772,0.5,0.7,0.77
40773,0.5,0.34,0.04
40774,0.5,0.5,0.11
40775,0.5,0.07,0.06
40776,0.5,0.39,0.18
40777,0.5,0.57,0.48
40778,0.5,0.07,0.04
40779,0.5,0.58,0.15
40780,0.5,0.89,0.08
40781,0.5,0.82,0.59
40782,0.5,0.43,0.35
40783,0.5,0.31,0.09
40784,0.5,0.15,0.06
40785,0.5,0.34,0.12
40786,0.5,0.29,0.12
40787,0.5,0.43,0.2
40788,0.5,0.2,0.21
40789,0.5,0.19,0.16
40790,0.5,0.83,0.19
40791,0.5,0.13,0.03
40792,0.5,0.48,0.26
40793,0.5,0.13,0.24
40794,0.5,0.36,0.13
40795,0.5,0.46,0.27
40796,0.5,0.35,0.09
40797,0.5,0.5,0.3
40798,0.5,0.68,0.08
40799,0.5,0.75,0.73
40800,0.5,0.12,0.03
40801,0.5,0.22,0.32
40802,0.5,0.15,0.19
40803,0.5,0.53,0.25
40804,0.5,0.92,0.84
40805,0.5,0.53,0.4
40806,0.5,0.57,0.42
40807,0.5,0.2,0.3
40808,0.5,0.35,0.16
40809,0.5,0.17,0.11
40810,0.5,0.24,0.14
40811,0.5,0.74,0.23
40812,0.5,0.17,0.08
40813,0.5,0.24,0.16
40814,0.5,0.2,0.33
40815,0.5,0.2,0.18
40816,0.5,0.34,0.03
40817,0.5,0.1,0.1
40818,0.5,0.26,0.14
40819,0.5,0.79,0.19
40820,0.5,0.26,0.1
40821,0.5,0.52,0.19
40822,0.5,0.37,0.26
40823,0.5,0.63,0.46
40824,0.5,0.51,0.28
40825,0.5,0.61,0.27
40826,0.5,0.64,0.62
40827,0.5,0.81,0.18
40828,0.5,0.24,0.16
40829,0.5,0.61,0.1
40830,0.5,0.46,0.15
40831,0.5,0.55,0.25
40832,0.5,0.81,0.84
40833,0.5,0.87,0.86
40834,0.5,0.18,0.23
40835,0.5,0.37,0.14
40836,0.5,0.69,0.11
40837,0.5,0.25,0.08
40838,0.5,0.6,0.36
40839,0.5,0.52,0.24
40840,0.5,0.73,0.57
40841,0.5,0.68,0.4
40842,0.5,0.47,0.51
40843,0.5,0.67,0.43
40844,0.5,0.38,0.14
40845,0.5,0.17,0.13
40846,0.5,0.73,0.27
40847,0.5,0.73,0.54
40848,0.5,0.55,0.28
40849,0.5,0.86,0.29
40850,0.5,0.6,0.35
40851,0.5,0.36,0.25
40852,0.5,0.24,0.05
40853,0.5,0.83,0.7
40854,0.5,0.64,0.3
40855,0.5,0.7,0.17
40856,0.5,0.66,0.07
40857,0.5,0.75,0.46
40858,0.5,0.38,0.24
40859,0.5,0.4,0.27
40860,0.5,0.83,0.79
40861,0.5,0.4,0.13
40862,0.5,0.3,0.16
40863,0.5,0.22,0.22
40864,0.5,0.52,0.1
40865,0.5,0.2,0.11
40866,0.5,0.74,0.05
40867,0.5,0.53,0.11
40868,0.5,0.41,0.17
40869,0.5,0.71,0.19
40870,0.5,0.17,0.05
40871,0.5,0.48,0.27
40872,0.5,0.41,0.12
40873,0.5,0.66,0.74
40874,0.5,0.73,0.42
40875,0.5,0.47,0.33
40876,0.5,0.8,0.77
40877,0.5,0.44,0.22
40878,0.5,0.29,0.1
40879,0.5,0.81,0.15
40880,0.5,0.67,0.42
40881,0.5,0.69,0.19
40882,0.5,0.83,0.46
40883,0.5,0.68,0.54
40884,0.5,0.33,0.15
40885,0.5,0.75,0.18
40886,0.5,0.19,0.02
40887,0.5,0.72,0.14
40888,0.5,0.59,0.28
40889,0.5,0.83,0.12
40890,0.5,0.22,0.23
40891,0.5,0.35,0.1
40892,0.5,0.32,0.32
40893,0.5,0.79,0.54
40894,0.5,0.25,0.18
40895,0.5,0.53,0.58
40896,0.5,0.45,0.2
40897,0.5,0.75,0.58
40898,0.5,0.74,0.53
40899,0.5,0.69,0.15
40900,0.5,0.21,0.16
40901,0.5,0.49,0.28
40902,0.5,0.48,0.35
40903,0.5,0.23,0.13
40904,0.5,0.72,0.36
40905,0.5,0.87,0.57
40906,0.5,0.74,0.68
40907,0.5,0.44,0.4
40908,0.5,0.55,0.24
40909,0.5,0.45,0.17
40910,0.5,0.54,0.33
40911,0.5,0.62,0.08
40912,0.5,0.24,0.19
40913,0.5,0.36,0.16
40914,0.5,0.77,0.44
40915,0.5,0.58,0.24
40916,0.5,0.21,0.1
40917,0.5,0.43,0.11
40918,0.5,0.4,0.39
40919,0.5,0.79,0.5
40920,0.5,0.27,0.2
40921,0.5,0.36,0.12
40922,0.5,0.3,0.18
40923,0.5,0.34,0.31
40924,0.5,0.26,0.19
40925,0.5,0.15,0.13
40926,0.5,0.61,0.39
40927,0.5,0.32,0.15
40928,0.5,0.65,0.31
40929,0.5,0.38,0.08
40930,0.5,0.8,0.3
40931,0.5,0.32,0.3
40932,0.5,0.19,0.37
40933,0.5,0.6,0.61
40934,0.5,0.85,0.77
40935,0.5,0.42,0.19
40936,0.5,0.54,0.25
40937,0.5,0.2,0.22
40938,0.5,0.24,0.16
40939,0.5,0.72,0.31
40940,0.5,0.44,0.14
40941,0.5,0.23,0.12
40942,0.5,0.43,0.03
40943,0.5,0.05,0.02
40944,0.5,0.39,0.08
40945,0.5,0.52,0.13
40946,0.5,0.23,0.14
40947,0.5,0.1,0.13
40948,0.5,0.39,0.19
40949,0.5,0.51,0.11
40950,0.5,0.79,0.21
40951,0.5,0.77,0.49
40952,0.5,0.61,0.16
40953,0.5,0.85,0.1
40954,0.5,0.81,0.27
40955,0.5,0.35,0.17
40956,0.5,0.42,0.17
40957,0.5,0.29,0.12
40958,0.5,0.54,0.33
40959,0.5,0.31,0.08
40960,0.5,0.61,0.41
40961,0.5,0.27,0.25
40962,0.5,0.86,0.27
40963,0.5,0.17,0.17
40964,0.5,0.54,0.28
40965,0.5,0.82,0.43
40966,0.5,0.46,0.12
40967,0.5,0.17,0.03
40968,0.5,0.82,0.25
40969,0.5,0.57,0.21
40970,0.5,0.39,0.15
40971,0.5,0.33,0.05
40972,0.5,0.41,0.21
40973,0.5,0.22,0.14
40974,0.5,0.56,0.31
40975,0.5,0.44,0.49
40976,0.5,0.28,0.24
40977,0.5,0.67,0.25
40978,0.5,0.16,0.16
40979,0.5,0.81,0.5
40980,0.5,0.27,0.07
40981,0.5,0.44,0.21
40982,0.5,0.32,0.21
40983,0.5,0.63,0.33
40984,0.5,0.17,0.38
40985,0.5,0.86,0.69
40986,0.5,0.17,0.16
40987,0.5,0.79,0.52
40988,0.5,0.46,0.14
40989,0.5,0.56,0.11
40990,0.5,0.24,0.26
40991,0.5,0.25,0.1
40992,0.5,0.58,0.14
40993,0.5,0.29,0.18
40994,0.5,0.76,0.52
40995,0.5,0.05,0.07
40996,0.5,0.87,0.46
40997,0.5,0.66,0.13
40998,0.5,0.39,0.09
40999,0.5,0.42,0.23
41000,0.5,0.51,0.31
41001,0.5,0.09,0.08
41002,0.5,0.67,0.38
41003,0.5,0.77,0.17
41004,0.5,0.46,0.17
41005,0.5,0.42,0.32
41006,0.5,0.23,0.1
41007,0.5,0.57,0.45
41008,0.5,0.54,0.12
41009,0.5,0.19,0.2
41010,0.5,0.29,0.12
41011,0.5,0.56,0.38
41012,0.5,0.81,0.53
41013,0.5,0.42,0.38
41014,0.5,0.15,0.05
41015,0.5,0.67,0.2
41016,0.5,0.34,0.15
41017,0.5,0.54,0.13
41018,0.5,0.39,0.23
41019,0.5,0.3,0.22
41020,0.5,0.82,0.17
41021,0.5,0.35,0.29
41022,0.5,0.25,0.17
41023,0.5,0.67,0.21
41024,0.5,0.6,0.23
41025,0.5,0.15,0.08
41026,0.5,0.13,0.14
41027,0.5,0.85,0.51
41028,0.5,0.44,0.12
41029,0.5,0.23,0.05
41030,0.5,0.55,0.38
41031,0.5,0.69,0.62
41032,0.5,0.59,0.3
41033,0.5,0.52,0.24
41034,0.5,0.7,0.34
41035,0.5,0.79,0.16
41036,0.5,0.79,0.49
41037,0.5,0.67,0.13
41038,0.5,0.66,0.47
41039,0.5,0.1,0.11
41040,0.5,0.07,0.04
41041,0.5,0.29,0.24
41042,0.5,0.59,0.44
41043,0.5,0.23,0.17
41044,0.5,0.26,0.21
41045,0.5,0.76,0.11
41046,0.5,0.13,0.14
41047,0.5,0.23,0.39
41048,0.5,0.45,0.43
41049,0.5,0.28,0.26
41050,0.5,0.49,0.35
41051,0.5,0.83,0.38
41052,0.5,0.65,0.09
41053,0.5,0.85,0.58
41054,0.5,0.35,0.58
41055,0.5,0.24,0.08
41056,0.5,0.22,0.15
41057,0.5,0.17,0.05
41058,0.5,0.75,0.26
41059,0.5,0.38,0.12
41060,0.5,0.62,0.73
41061,0.5,0.25,0.28
41062,0.5,0.77,0.27
41063,0.5,0.18,0.16
41064,0.5,0.53,0.06
41065,0.5,0.31,0.26
41066,0.5,0.1,0.1
41067,0.5,0.38,0.19
41068,0.5,0.65,0.37
41069,0.5,0.81,0.55
41070,0.5,0.44,0.48
41071,0.5,0.39,0.11
41072,0.5,0.21,0.22
41073,0.5,0.72,0.24
41074,0.5,0.32,0.21
41075,0.5,0.39,0.18
41076,0.5,0.47,0.4
41077,0.5,0.27,0.21
41078,0.5,0.66,0.41
41079,0.5,0.31,0.12
41080,0.5,0.26,0.12
41081,0.5,0.66,0.13
41082,0.5,0.6,0.4
41083,0.5,0.47,0.22
41084,0.5,0.63,0.11
41085,0.5,0.36,0.15
41086,0.5,0.36,0.1
41087,0.5,0.73,0.32
41088,0.5,0.62,0.46
41089,0.5,0.67,0.54
41090,0.5,0.41,0.21
41091,0.5,0.88,0.69
41092,0.5,0.13,0.14
41093,0.5,0.22,0.11
41094,0.5,0.14,0.12
41095,0.5,0.32,0.14
41096,0.5,0.12,0.16
41097,0.5,0.36,0.23
41098,0.5,0.49,0.28
41099,0.5,0.41,0.18
41100,0.5,0.47,0.38
41101,0.5,0.37,0.14
41102,0.5,0.72,0.45
41103,0.5,0.11,0.01
41104,0.5,0.23,0.2
41105,0.5,0.26,0.26
41106,0.5,0.39,0.22
41107,0.5,0.86,0.72
41108,0.5,0.78,0.24
41109,0.5,0.48,0.27
41110,0.5,0.66,0.58
41111,0.5,0.51,0.18
41112,0.5,0.3,0.13
41113,0.5,0.68,0.53
41114,0.5,0.58,0.34
41115,0.5,0.61,0.32
41116,0.5,0.26,0.33
41117,0.5,0.51,0.44
41118,0.5,0.55,0.25
41119,0.5,0.43,0.09
41120,0.5,0.53,0.11
41121,0.5,0.66,0.11
41122,0.5,0.2,0.22
41123,0.5,0.2,0.37
41124,0.5,0.79,0.45
41125,0.5,0.37,0.28
41126,0.5,0.4,0.3
41127,0.5,0.37,0.29
41128,0.5,0.48,0.16
41129,0.5,0.26,0.26
41130,0.5,0.55,0.13
41131,0.5,0.39,0.2
41132,0.5,0.45,0.59
41133,0.5,0.65,0.15
41134,0.5,0.26,0.2
41135,0.5,0.17,0.13
41136,0.5,0.39,0.21
41137,0.5,0.17,0.12
41138,0.5,0.3,0.19
41139,0.5,0.52,0.6
41140,0.5,0.28,0.12
41141,0.5,0.48,0.34
41142,0.5,0.34,0.23
41143,0.5,0.57,0.22
41144,0.5,0.45,0.25
41145,0.5,0.74,0.53
41146,0.5,0.46,0.45
41147,0.5,0.22,0.19
41148,0.5,0.12,0.12
41149,0.5,0.11,0.11
41150,0.5,0.41,0.2
41151,0.5,0.86,0.14
41152,0.5,0.72,0.48
41153,0.5,0.23,0.06
41154,0.5,0.13,0.22
41155,0.5,0.46,0.16
41156,0.5,0.07,0.07
41157,0.5,0.65,0.06
41158,0.5,0.53,0.46
41159,0.5,0.34,0.19
41160,0.5,0.55,0.23
41161,0.5,0.07,0.06
41162,0.5,0.15,0.05
41163,0.5,0.15,0.14
41164,0.5,0.42,0.17
41165,0.5,0.69,0.66
41166,0.5,0.74,0.09
41167,0.5,0.89,0.17
41168,0.5,0.36,0.29
41169,0.5,0.55,0.16
41170,0.5,0.57,0.48
41171,0.5,0.84,0.73
41172,0.5,0.65,0.22
41173,0.5,0.1,0.05
41174,0.5,0.52,0.46
41175,0.5,0.67,0.18
41176,0.5,0.25,0.18
41177,0.5,0.78,0.34
41178,0.5,0.26,0.08
41179,0.5,0.34,0.14
41180,0.5,0.26,0.06
41181,0.5,0.55,0.32
41182,0.5,0.28,0.13
41183,0.5,0.23,0.24
41184,0.5,0.63,0.27
41185,0.5,0.25,0.29
41186,0.5,0.49,0.13
41187,0.5,0.16,0.13
41188,0.5,0.82,0.87
41189,0.5,0.22,0.13
41190,0.5,0.65,0.6
41191,0.5,0.6,0.68
41192,0.5,0.37,0.13
41193,0.5,0.81,0.26
41194,0.5,0.34,0.25
41195,0.5,0.25,0.3
41196,0.5,0.73,0.1
41197,0.5,0.2,0.07
41198,0.5,0.73,0.34
41199,0.5,0.76,0.38
41200,0.5,0.2,0.11
41201,0.5,0.04,0.04
41202,0.5,0.85,0.71
41203,0.5,0.58,0.63
41204,0.5,0.45,0.28
41205,0.5,0.14,0.05
41206,0.5,0.32,0.4
41207,0.5,0.13,0.05
41208,0.5,0.4,0.4
41209,0.5,0.67,0.24
41210,0.5,0.57,0.19
41211,0.5,0.39,0.14
41212,0.5,0.68,0.27
41213,0.5,0.33,0.15
41214,0.5,0.8,0.6
41215,0.5,0.5,0.21
41216,0.5,0.31,0.17
41217,0.5,0.32,0.15
41218,0.5,0.24,0.18
41219,0.5,0.2,0.1
41220,0.5,0.15,0.15
41221,0.5,0.62,0.56
41222,0.5,0.76,0.16
41223,0.5,0.81,0.45
41224,0.5,0.62,0.07
41225,0.5,0.12,0.07
41226,0.5,0.71,0.33
41227,0.5,0.23,0.15
41228,0.5,0.3,0.1
41229,0.5,0.51,0.13
41230,0.5,0.51,0.29
41231,0.5,0.23,0.16
41232,0.5,0.18,0.03
41233,0.5,0.52,0.13
41234,0.5,0.19,0.17
41235,0.5,0.65,0.67
41236,0.5,0.27,0.21
41237,0.5,0.57,0.46
41238,0.5,0.88,0.89
41239,0.5,0.03,0.07
41240,0.5,0.26,0.18
41241,0.5,0.25,0.29
41242,0.5,0.3,0.08
41243,0.5,0.15,0.09
41244,0.5,0.25,0.1
41245,0.5,0.35,0.28
41246,0.5,0.21,0.22
41247,0.5,0.44,0.21
41248,0.5,0.73,0.73
41249,0.5,0.78,0.75
41250,0.5,0.63,0.13
41251,0.5,0.52,0.21
41252,0.5,0.81,0.19
41253,0.5,0.95,0.81
41254,0.5,0.12,0.16
41255,0.5,0.8,0.8
41256,0.5,0.47,0.25
41257,0.5,0.59,0.58
41258,0.5,0.25,0.09
41259,0.5,0.32,0.32
41260,0.5,0.84,0.24
41261,0.5,0.52,0.27
41262,0.5,0.45,0.37
41263,0.5,0.26,0.1
41264,0.5,0.73,0.53
41265,0.5,0.31,0.2
41266,0.5,0.08,0.17
41267,0.5,0.23,0.13
41268,0.5,0.41,0.3
41269,0.5,0.73,0.25
41270,0.5,0.27,0.17
41271,0.5,0.31,0.25
41272,0.5,0.19,0.17
41273,0.5,0.12,0.1
41274,0.5,0.68,0.39
41275,0.5,0.11,0.07
41276,0.5,0.34,0.18
41277,0.5,0.25,0.21
41278,0.5,0.47,0.15
41279,0.5,0.18,0.14
41280,0.5,0.25,0.34
41281,0.5,0.55,0.16
41282,0.5,0.4,0.13
41283,0.5,0.49,0.17
41284,0.5,0.47,0.2
41285,0.5,0.22,0.11
41286,0.5,0.09,0.12
41287,0.5,0.6,0.36
41288,0.5,0.31,0.03
41289,0.5,0.7,0.27
41290,0.5,0.26,0.19
41291,0.5,0.77,0.37
41292,0.5,0.36,0.27
41293,0.5,0.15,0.15
41294,0.5,0.49,0.34
41295,0.5,0.46,0.17
41296,0.5,0.13,0.09
41297,0.5,0.32,0.13
41298,0.5,0.49,0.3
41299,0.5,0.41,0.3
41300,0.5,0.12,0.21
41301,0.5,0.16,0.22
41302,0.5,0.35,0.22
41303,0.5,0.3,0.07
41304,0.5,0.49,0.33
41305,0.5,0.5,0.41
41306,0.5,0.44,0.14
41307,0.5,0.38,0.32
41308,0.5,0.3,0.08
41309,0.5,0.21,0.07
41310,0.5,0.59,0.39
41311,0.5,0.47,0.53
41312,0.5,0.38,0.12
41313,0.5,0.6,0.28
41314,0.5,0.71,0.51
41315,0.5,0.09,0.0
41316,0.5,0.14,0.14
41317,0.5,0.48,0.22
41318,0.5,0.91,0.27
41319,0.5,0.1,0.09
41320,0.5,0.32,0.25
41321,0.5,0.62,0.43
41322,0.5,0.83,0.17
41323,0.5,0.41,0.1
41324,0.5,0.49,0.45
41325,0.5,0.25,0.11
41326,0.5,0.41,0.21
41327,0.5,0.08,0.07
41328,0.5,0.16,0.21
41329,0.5,0.91,0.84
41330,0.5,0.25,0.27
41331,0.5,0.47,0.16
41332,0.5,0.75,0.12
41333,0.5,0.52,0.51
41334,0.5,0.78,0.17
41335,0.5,0.46,0.14
41336,0.5,0.05,0.1
41337,0.5,0.62,0.4
41338,0.5,0.15,0.16
41339,0.5,0.83,0.18
41340,0.5,0.8,0.63
41341,0.5,0.65,0.17
41342,0.5,0.65,0.24
41343,0.5,0.73,0.71
41344,0.5,0.84,0.74
41345,0.5,0.23,0.17
41346,0.5,0.09,0.1
41347,0.5,0.22,0.19
41348,0.5,0.17,0.23
41349,0.5,0.49,0.18
41350,0.5,0.8,0.4
41351,0.5,0.29,0.18
41352,0.5,0.71,0.36
41353,0.5,0.22,0.08
41354,0.5,0.38,0.23
41355,0.5,0.19,0.08
41356,0.5,0.79,0.09
41357,0.5,0.23,0.16
41358,0.5,0.41,0.23
41359,0.5,0.45,0.32
41360,0.5,0.25,0.23
41361,0.5,0.4,0.21
41362,0.5,0.48,0.15
41363,0.5,0.44,0.18
41364,0.5,0.37,0.25
41365,0.5,0.4,0.27
41366,0.5,0.23,0.11
41367,0.5,0.21,0.05
41368,0.5,0.7,0.14
41369,0.5,0.17,0.09
41370,0.5,0.37,0.17
41371,0.5,0.14,0.11
41372,0.5,0.45,0.16
41373,0.5,0.13,0.04
41374,0.5,0.26,0.1
41375,0.5,0.41,0.19
41376,0.5,0.71,0.19
41377,0.5,0.45,0.23
41378,0.5,0.46,0.3
41379,0.5,0.21,0.18
41380,0.5,0.68,0.17
41381,0.5,0.15,0.05
41382,0.5,0.22,0.25
41383,0.5,0.47,0.14
41384,0.5,0.37,0.07
41385,0.5,0.35,0.12
41386,0.5,0.23,0.15
41387,0.5,0.53,0.37
41388,0.5,0.51,0.11
41389,0.5,0.24,0.06
41390,0.5,0.73,0.15
41391,0.5,0.84,0.72
41392,0.5,0.28,0.24
41393,0.5,0.62,0.13
41394,0.5,0.33,0.23
41395,0.5,0.38,0.19
41396,0.5,0.32,0.19
41397,0.5,0.77,0.15
41398,0.5,0.67,0.33
41399,0.5,0.73,0.09
41400,0.5,0.55,0.29
41401,0.5,0.71,0.29
41402,0.5,0.43,0.41
41403,0.5,0.19,0.26
41404,0.5,0.88,0.12
41405,0.5,0.35,0.15
41406,0.5,0.68,0.36
41407,0.5,0.56,0.11
41408,0.5,0.51,0.15
41409,0.5,0.6,0.38
41410,0.5,0.43,0.34
41411,0.5,0.37,0.22
41412,0.5,0.44,0.08
41413,0.5,0.86,0.6
41414,0.5,0.76,0.12
41415,0.5,0.47,0.05
41416,0.5,0.35,0.2
41417,0.5,0.8,0.22
41418,0.5,0.19,0.33
41419,0.5,0.7,0.39
41420,0.5,0.76,0.09
41421,0.5,0.91,0.9
41422,0.5,0.61,0.39
41423,0.5,0.81,0.31
41424,0.5,0.61,0.08
41425,0.5,0.66,0.5
41426,0.5,0.22,0.05
41427,0.5,0.31,0.18
41428,0.5,0.68,0.19
41429,0.5,0.23,0.21
41430,0.5,0.42,0.2
41431,0.5,0.79,0.65
41432,0.5,0.33,0.17
41433,0.5,0.83,0.58
41434,0.5,0.29,0.12
41435,0.5,0.09,0.1
41436,0.5,0.6,0.4
41437,0.5,0.53,0.2
41438,0.5,0.16,0.18
41439,0.5,0.16,0.24
41440,0.5,0.21,0.09
41441,0.5,0.49,0.08
41442,0.5,0.62,0.25
41443,0.5,0.22,0.2
41444,0.5,0.83,0.3
41445,0.5,0.4,0.21
41446,0.5,0.66,0.27
41447,0.5,0.79,0.49
41448,0.5,0.22,0.06
41449,0.5,0.79,0.17
41450,0.5,0.34,0.28
41451,0.5,0.26,0.19
41452,0.5,0.59,0.06
41453,0.5,0.55,0.25
41454,0.5,0.65,0.41
41455,0.5,0.61,0.23
41456,0.5,0.64,0.64
41457,0.5,0.41,0.07
41458,0.5,0.43,0.16
41459,0.5,0.14,0.06
41460,0.5,0.55,0.31
41461,0.5,0.88,0.38
41462,0.5,0.5,0.39
41463,0.5,0.7,0.48
41464,0.5,0.32,0.16
41465,0.5,0.42,0.22
41466,0.5,0.3,0.18
41467,0.5,0.39,0.32
41468,0.5,0.72,0.15
41469,0.5,0.44,0.44
41470,0.5,0.39,0.16
41471,0.5,0.79,0.63
41472,0.5,0.62,0.52
41473,0.5,0.76,0.54
41474,0.5,0.73,0.48
41475,0.5,0.59,0.21
41476,0.5,0.37,0.14
41477,0.5,0.41,0.31
41478,0.5,0.27,0.18
41479,0.5,0.53,0.46
41480,0.5,0.33,0.09
41481,0.5,0.2,0.11
41482,0.5,0.19,0.11
41483,0.5,0.68,0.1
41484,0.5,0.15,0.15
41485,0.5,0.19,0.17
41486,0.5,0.13,0.11
41487,0.5,0.62,0.41
41488,0.5,0.22,0.23
41489,0.5,0.4,0.08
41490,0.5,0.66,0.11
41491,0.5,0.71,0.34
41492,0.5,0.23,0.14
41493,0.5,0.65,0.33
41494,0.5,0.9,0.06
41495,0.5,0.36,0.19
41496,0.5,0.63,0.16
41497,0.5,0.38,0.2
41498,0.5,0.29,0.22
41499,0.5,0.49,0.39
41500,0.5,0.25,0.19
41501,0.5,0.74,0.28
41502,0.5,0.5,0.12
41503,0.5,0.43,0.3
41504,0.5,0.8,0.3
41505,0.5,0.52,0.27
41506,0.5,0.28,0.27
41507,0.5,0.17,0.17
41508,0.5,0.25,0.18
41509,0.5,0.33,0.2
41510,0.5,0.62,0.12
41511,0.5,0.48,0.13
41512,0.5,0.28,0.14
41513,0.5,0.44,0.54
41514,0.5,0.22,0.21
41515,0.5,0.37,0.23
41516,0.5,0.75,0.12
41517,0.5,0.11,0.09
41518,0.5,0.6,0.41
41519,0.5,0.63,0.06
41520,0.5,0.65,0.43
41521,0.5,0.65,0.13
41522,0.5,0.22,0.22
41523,0.5,0.07,0.06
41524,0.5,0.75,0.22
41525,0.5,0.69,0.24
41526,0.5,0.36,0.08
41527,0.5,0.26,0.13
41528,0.5,0.87,0.31
41529,0.5,0.37,0.34
41530,0.5,0.22,0.18
41531,0.5,0.55,0.47
41532,0.5,0.45,0.47
41533,0.5,0.53,0.5
41534,0.5,0.75,0.42
41535,0.5,0.12,0.12
41536,0.5,0.76,0.54
41537,0.5,0.54,0.28
41538,0.5,0.58,0.35
41539,0.5,0.56,0.28
41540,0.5,0.46,0.16
41541,0.5,0.86,0.59
41542,0.5,0.33,0.28
41543,0.5,0.54,0.35
41544,0.5,0.45,0.13
41545,0.5,0.53,0.31
41546,0.5,0.48,0.22
41547,0.5,0.56,0.16
41548,0.5,0.61,0.36
41549,0.5,0.41,0.08
41550,0.5,0.61,0.27
41551,0.5,0.74,0.11
41552,0.5,0.51,0.18
41553,0.5,0.24,0.15
41554,0.5,0.7,0.44
41555,0.5,0.35,0.17
41556,0.5,0.47,0.42
41557,0.5,0.83,0.24
41558,0.5,0.76,0.73
41559,0.5,0.39,0.18
41560,0.5,0.4,0.08
41561,0.5,0.48,0.51
41562,0.5,0.36,0.19
41563,0.5,0.51,0.08
41564,0.5,0.35,0.41
41565,0.5,0.38,0.17
41566,0.5,0.52,0.19
41567,0.5,0.49,0.28
41568,0.5,0.53,0.35
41569,0.5,0.43,0.08
41570,0.5,0.84,0.16
41571,0.5,0.19,0.13
41572,0.5,0.45,0.19
41573,0.5,0.69,0.42
41574,0.5,0.12,0.04
41575,0.5,0.89,0.54
41576,0.5,0.58,0.5
41577,0.5,0.8,0.13
41578,0.5,0.22,0.1
41579,0.5,0.18,0.19
41580,0.5,0.6,0.16
41581,0.5,0.1,0.06
41582,0.5,0.42,0.32
41583,0.5,0.48,0.16
41584,0.5,0.81,0.16
41585,0.5,0.46,0.52
41586,0.5,0.56,0.17
41587,0.5,0.61,0.45
41588,0.5,0.33,0.23
41589,0.5,0.76,0.72
41590,0.5,0.39,0.21
41591,0.5,0.62,0.25
41592,0.5,0.61,0.31
41593,0.5,0.53,0.07
41594,0.5,0.31,0.14
41595,0.5,0.36,0.24
41596,0.5,0.78,0.54
41597,0.5,0.18,0.18
41598,0.5,0.82,0.66
41599,0.5,0.75,0.15
41600,0.5,0.36,0.07
41601,0.5,0.54,0.2
41602,0.5,0.5,0.21
41603,0.5,0.27,0.2
41604,0.5,0.76,0.55
41605,0.5,0.39,0.14
41606,0.5,0.16,0.09
41607,0.5,0.44,0.28
41608,0.5,0.59,0.23
41609,0.5,0.34,0.07
41610,0.5,0.31,0.1
41611,0.5,0.58,0.24
41612,0.5,0.65,0.09
41613,0.5,0.72,0.63
41614,0.5,0.88,0.69
41615,0.5,0.88,0.74
41616,0.5,0.7,0.65
41617,0.5,0.61,0.18
41618,0.5,0.89,0.74
41619,0.5,0.31,0.17
41620,0.5,0.3,0.19
41621,0.5,0.53,0.23
41622,0.5,0.57,0.47
41623,0.5,0.5,0.3
41624,0.5,0.38,0.59
41625,0.5,0.65,0.56
41626,0.5,0.1,0.07
41627,0.5,0.29,0.27
41628,0.5,0.16,0.17
41629,0.5,0.13,0.15
41630,0.5,0.37,0.35
41631,0.5,0.62,0.43
41632,0.5,0.63,0.35
41633,0.5,0.23,0.13
41634,0.5,0.28,0.13
41635,0.5,0.71,0.64
41636,0.5,0.27,0.18
41637,0.5,0.24,0.19
41638,0.5,0.07,0.05
41639,0.5,0.59,0.19
41640,0.5,0.67,0.37
41641,0.5,0.55,0.35
41642,0.5,0.14,0.13
41643,0.5,0.29,0.18
41644,0.5,0.13,0.17
41645,0.5,0.81,0.11
41646,0.5,0.61,0.45
41647,0.5,0.69,0.1
41648,0.5,0.26,0.21
